cycle_id,timestamp,forecast_count,high_confidence_count,avg_confidence
177,2025-11-10T12:25:29.022Z,0,N/A,N/A
187,2025-11-10T12:27:09.057Z,0,N/A,N/A
197,2025-11-10T12:34:05.720Z,0,N/A,N/A
207,2025-11-10T12:38:06.248Z,0,N/A,N/A
217,2025-11-10T12:39:46.275Z,0,N/A,N/A
227,2025-11-10T12:41:26.298Z,0,N/A,N/A
237,2025-11-10T12:43:06.329Z,0,N/A,N/A
247,2025-11-10T12:44:46.356Z,0,N/A,N/A
257,2025-11-10T12:46:26.381Z,0,N/A,N/A
267,2025-11-10T12:48:06.424Z,0,N/A,N/A
277,2025-11-10T12:49:46.451Z,0,N/A,N/A
287,2025-11-10T12:54:12.002Z,0,N/A,N/A
297,2025-11-10T12:55:52.026Z,0,N/A,N/A
7,2025-11-10T12:57:41.130Z,0,N/A,N/A
17,2025-11-10T12:59:21.159Z,0,N/A,N/A
2,2025-11-10T13:01:16.017Z,4,N/A,N/A
12,2025-11-10T13:02:56.063Z,4,N/A,N/A
22,2025-11-10T13:04:36.072Z,4,N/A,N/A
32,2025-11-10T13:06:16.105Z,4,N/A,N/A
42,2025-11-10T13:07:56.141Z,4,N/A,N/A
3,2025-11-10T13:09:47.222Z,4,N/A,N/A
13,2025-11-10T13:11:27.235Z,4,N/A,N/A
23,2025-11-10T13:13:07.262Z,4,N/A,N/A
33,2025-11-10T13:14:47.287Z,4,N/A,N/A
2,2025-11-10T13:16:43.799Z,4,N/A,N/A
12,2025-11-10T13:18:23.818Z,4,N/A,N/A
22,2025-11-10T13:20:03.863Z,4,N/A,N/A
32,2025-11-10T13:21:43.888Z,4,N/A,N/A
42,2025-11-10T13:23:23.879Z,4,N/A,N/A
52,2025-11-10T13:25:03.899Z,4,N/A,N/A
62,2025-11-10T13:26:43.939Z,4,N/A,N/A
72,2025-11-10T13:28:23.957Z,4,N/A,N/A
82,2025-11-10T13:30:03.980Z,4,N/A,N/A
92,2025-11-10T13:31:44.016Z,4,N/A,N/A
102,2025-11-10T13:33:24.032Z,4,N/A,N/A
112,2025-11-10T13:35:04.057Z,4,N/A,N/A
122,2025-11-10T13:36:44.073Z,4,N/A,N/A
132,2025-11-10T13:38:24.104Z,4,N/A,N/A
142,2025-11-10T13:40:04.125Z,4,N/A,N/A
152,2025-11-10T13:41:44.143Z,4,N/A,N/A
162,2025-11-10T13:43:24.162Z,4,N/A,N/A
172,2025-11-10T13:45:04.203Z,4,N/A,N/A
182,2025-11-10T13:46:44.232Z,4,N/A,N/A
192,2025-11-10T13:48:24.283Z,4,N/A,N/A
202,2025-11-10T13:50:04.293Z,4,N/A,N/A
212,2025-11-10T13:51:44.325Z,4,N/A,N/A
222,2025-11-10T13:53:24.365Z,4,N/A,N/A
232,2025-11-10T13:55:04.395Z,4,N/A,N/A
242,2025-11-10T13:56:44.415Z,4,N/A,N/A
252,2025-11-10T13:58:24.461Z,4,N/A,N/A
262,2025-11-10T14:00:04.523Z,4,N/A,N/A
272,2025-11-10T14:01:44.568Z,4,N/A,N/A
282,2025-11-10T14:06:58.601Z,4,N/A,N/A
292,2025-11-10T14:12:33.974Z,4,N/A,N/A
302,2025-11-10T14:36:09.808Z,4,N/A,N/A
312,2025-11-10T14:40:45.735Z,4,N/A,N/A
322,2025-11-10T14:42:25.638Z,4,N/A,N/A
332,2025-11-10T14:44:05.682Z,4,N/A,N/A
342,2025-11-10T14:45:45.712Z,4,N/A,N/A
352,2025-11-10T14:47:25.739Z,4,N/A,N/A
362,2025-11-10T14:49:05.755Z,4,N/A,N/A
372,2025-11-10T14:50:45.789Z,4,N/A,N/A
5,2025-11-10T14:52:41.386Z,4,N/A,N/A
9,2025-11-10T14:54:37.397Z,4,N/A,N/A
19,2025-11-10T14:56:17.407Z,4,N/A,N/A
29,2025-11-10T14:57:57.428Z,4,N/A,N/A
39,2025-11-10T14:59:37.445Z,4,N/A,N/A
49,2025-11-10T15:01:17.479Z,4,N/A,N/A
59,2025-11-10T15:02:57.514Z,4,N/A,N/A
10,2025-11-10T15:04:55.135Z,4,N/A,N/A
20,2025-11-10T15:06:35.139Z,4,N/A,N/A
30,2025-11-10T15:08:15.152Z,4,N/A,N/A
40,2025-11-10T15:09:55.198Z,4,N/A,N/A
50,2025-11-10T15:11:35.243Z,4,N/A,N/A
60,2025-11-10T15:13:15.253Z,4,N/A,N/A
70,2025-11-10T15:14:55.275Z,4,N/A,N/A
80,2025-11-10T15:16:35.286Z,4,N/A,N/A
90,2025-11-10T15:18:15.327Z,4,N/A,N/A
100,2025-11-10T15:19:55.347Z,4,N/A,N/A
